,CUSTOMERID,GENERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVICO_TELEFONE,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,METODO_PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGO,CHURN
145,5716-EZXZN,FEMININO,0,SIM,SIM,65,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,6416.7,0
146,6837-BJYDQ,MASCULINO,0,NAO,NAO,3,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,65.60756321839081,61.35,0
147,2135-RXIHG,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,45.65,1
148,6440-DKQGE,MASCULINO,0,NAO,SIM,30,SIM,DSL,NAO,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,1929.95,0
149,3466-BYAVD,MASCULINO,0,SIM,SIM,15,SIM,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,1071.4,0
150,3780-YVMFA,FEMININO,0,SIM,SIM,8,SIM,DSL,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,564.35,0
151,3874-EQOEP,MASCULINO,0,NAO,NAO,7,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,655.5,1
152,1679-JRFBR,FEMININO,0,SIM,SIM,70,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,7930.55,0
153,9073-ZZIAY,MASCULINO,0,SIM,SIM,62,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,ENVIO POR E-MAIL,65.60756321839081,5215.25,0
154,3077-RSNTJ,FEMININO,0,SIM,SIM,6,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,113.5,0
155,6551-GNYDG,FEMININO,0,SIM,SIM,14,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1152.8,0
156,9167-APMXZ,FEMININO,0,NAO,NAO,22,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1821.95,0
157,2749-CTKAJ,MASCULINO,0,SIM,SIM,22,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,65.60756321839081,419.9,0
158,6371-NZYEG,MASCULINO,0,SIM,SIM,16,SIM,DSL,SIM,NAO,SIM,DOIS ANOS,ENVIO POR CORREIO,65.60756321839081,1024.0,0
159,7554-NEWDD,MASCULINO,0,NAO,NAO,10,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,251.6,0
160,8992-VONJD,FEMININO,0,NAO,SIM,13,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,764.55,0
161,0867-MKZVY,FEMININO,0,SIM,NAO,20,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1592.35,1
162,4482-EWFMI,FEMININO,0,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,135.2,0
163,4648-YPBTM,MASCULINO,0,NAO,NAO,53,SIM,DSL,NAO,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,3958.25,0
164,2907-ILJBN,FEMININO,0,SIM,SIM,11,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,65.60756321839081,233.9,0
165,6345-FZOQH,MASCULINO,0,SIM,NAO,69,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,65.60756321839081,1363.45,0
166,3376-BMGFE,FEMININO,0,NAO,NAO,4,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,273.0,1
167,5997-OPVFA,MASCULINO,0,SIM,NAO,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,6254.45,0
168,3445-HXXGF,MASCULINO,1,SIM,NAO,58,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,2651.2,1
169,1159-WFSGR,FEMININO,0,SIM,SIM,16,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,321.4,0
170,7654-YWJUF,MASCULINO,0,SIM,NAO,43,SIM,FIBER OPTIC,SIM,SIM,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,3539.25,0
171,1875-QIVME,FEMININO,0,SIM,NAO,2,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,242.8,1
172,6727-IOTLZ,MASCULINO,0,SIM,NAO,14,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,ENVIO POR CORREIO,65.60756321839081,1181.75,0
173,0691-JVSYA,FEMININO,0,SIM,NAO,53,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,5000.2,1
174,5918-VUKWP,FEMININO,0,NAO,NAO,32,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,654.55,0
175,1744-JHKYS,FEMININO,0,SIM,NAO,34,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,780.2,0
176,2656-FMOKZ,FEMININO,1,NAO,NAO,15,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,1145.7,1
177,2070-FNEXE,FEMININO,1,NAO,NAO,7,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,503.6,1
178,5947-SGKCL,FEMININO,0,SIM,SIM,15,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1559.25,0
179,3712-PKXZA,MASCULINO,0,SIM,NAO,61,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,1252.0,0
180,6317-YPKDH,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,29.95,1
181,6582-OIVSP,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,45.3,0
182,9367-WXLCH,MASCULINO,0,NAO,NAO,8,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,662.65,1
183,5524-KHNJP,MASCULINO,0,SIM,SIM,33,SIM,DSL,SIM,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,2453.3,0
184,1918-ZBFQJ,FEMININO,0,NAO,NAO,13,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1111.65,1
185,1024-GUALD,FEMININO,0,SIM,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,24.8,1
186,4827-USJHP,MASCULINO,0,NAO,NAO,20,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,1023.85,0
187,8167-GJLRN,MASCULINO,0,NAO,NAO,3,SIM,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,82.15,0
188,0956-SYCWG,FEMININO,0,NAO,NAO,13,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR E-MAIL,65.60756321839081,244.8,0
189,8017-UVSZU,FEMININO,0,SIM,NAO,40,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,2379.1,0
190,7100-FQPRV,MASCULINO,0,SIM,SIM,43,SIM,DSL,SIM,SIM,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,3173.35,0
191,2472-OVKUP,MASCULINO,0,SIM,NAO,6,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,531.0,1
192,2984-RGEYA,FEMININO,0,SIM,SIM,69,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1375.4,0
193,9680-NIAUV,FEMININO,0,SIM,SIM,72,SIM,FIBER OPTIC,SIM,NAO,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,8129.3,0
194,2146-EGVDT,MASCULINO,0,SIM,SIM,59,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,1192.7,0
195,2604-IJPDU,FEMININO,0,SIM,NAO,20,SIM,FIBER OPTIC,SIM,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1901.65,0
196,9178-JHUVJ,MASCULINO,0,SIM,SIM,24,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,587.4,0
197,6168-YBYNP,MASCULINO,0,NAO,NAO,59,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,6519.75,0
198,7255-SSFBC,MASCULINO,0,SIM,SIM,72,SIM,FIBER OPTIC,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,8041.65,0
199,3645-DEYGF,MASCULINO,0,NAO,SIM,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,20.75,0
200,9323-HGFWY,FEMININO,0,SIM,NAO,27,SIM,FIBER OPTIC,SIM,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,2681.15,0
201,8544-GOQSH,FEMININO,0,NAO,NAO,14,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,1112.3,0
202,3363-DTIVD,MASCULINO,0,SIM,SIM,71,SIM,FIBER OPTIC,SIM,NAO,SIM,DOIS ANOS,ENVIO POR E-MAIL,65.60756321839081,7405.5,0
203,7018-WBJNK,MASCULINO,0,NAO,SIM,13,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,1033.95,0
204,9142-KZXOP,MASCULINO,0,NAO,NAO,44,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,2958.95,0
205,7674-YTAFD,FEMININO,0,NAO,NAO,33,SIM,FIBER OPTIC,NAO,SIM,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,2684.85,0
206,6348-SNFUS,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,4179.2,0
207,1285-OKIPP,MASCULINO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,79.9,1
208,7825-ECJRF,FEMININO,0,NAO,NAO,19,SIM,FIBER OPTIC,SIM,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1934.45,1
209,1347-KTTTA,MASCULINO,0,SIM,NAO,64,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,6654.1,0
210,7841-TZDMQ,MASCULINO,0,NAO,NAO,2,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,84.5,1
211,4195-NZGTA,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,25.25,0
212,7157-SMCFK,MASCULINO,0,NAO,SIM,61,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,65.60756321839081,1124.2,0
213,4709-LKHYG,FEMININO,0,SIM,SIM,29,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR E-MAIL,65.60756321839081,540.05,0
214,2504-DSHIH,MASCULINO,1,SIM,NAO,23,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1975.85,0
215,0699-NDKJM,FEMININO,0,SIM,NAO,57,SIM,DSL,SIM,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,3437.45,0
216,9286-BHDQG,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,3139.8,0
217,0230-WEQUW,MASCULINO,0,SIM,NAO,66,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,3789.2,0
218,2040-LDIWQ,MASCULINO,0,SIM,SIM,65,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,5324.5,0
219,6496-JDSSB,FEMININO,0,NAO,NAO,8,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,624.6,0
220,9408-SSNVZ,FEMININO,0,NAO,NAO,4,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,268.35,1
221,4443-EMBNA,FEMININO,0,SIM,NAO,71,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1836.9,0
222,6469-MRVET,MASCULINO,0,SIM,SIM,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR E-MAIL,65.60756321839081,20.2,0
223,0742-MOABM,MASCULINO,0,SIM,NAO,4,SIM,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,179.35,1
224,5961-VUSRV,FEMININO,0,NAO,NAO,12,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,219.35,0
225,6778-JFCMK,MASCULINO,0,NAO,NAO,24,SIM,DSL,SIM,NAO,SIM,UM ANO,ENVIO POR CORREIO,65.60756321839081,1288.75,0
226,6341-JVQGF,FEMININO,0,SIM,SIM,31,SIM,DSL,SIM,SIM,SIM,UM ANO,ENVIO POR CORREIO,65.60756321839081,2545.75,0
227,2232-DMLXU,FEMININO,0,SIM,NAO,1,SIM,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,55.2,1
228,4811-JBUVU,MASCULINO,0,NAO,NAO,30,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,2723.15,0
229,0945-TSONX,FEMININO,0,SIM,SIM,47,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,4107.25,0
230,2651-ZCBXV,MASCULINO,0,NAO,NAO,54,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,5760.65,0
231,3316-UWXUY,MASCULINO,0,NAO,NAO,50,SIM,FIBER OPTIC,SIM,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,4747.5,0
232,8937-RDTHP,MASCULINO,0,NAO,NAO,1,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,84.6,1
233,7083-MIOPC,FEMININO,0,NAO,NAO,72,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,1566.9,0
234,1984-GPTEH,FEMININO,0,NAO,NAO,29,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,702.0,0
235,1251-KRREG,MASCULINO,0,NAO,NAO,2,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,114.1,1
236,0621-JFHOL,FEMININO,0,NAO,NAO,10,SIM,DSL,NAO,SIM,NAO,DOIS ANOS,ENVIO POR CORREIO,65.60756321839081,299.05,0
237,9903-LYSAB,MASCULINO,0,SIM,NAO,18,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1305.95,0
238,0094-OIFMO,FEMININO,1,NAO,NAO,11,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1120.3,1
239,9227-UAQFT,MASCULINO,0,NAO,NAO,16,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,65.60756321839081,284.35,0
240,7301-ABVAD,FEMININO,0,NAO,NAO,72,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,6350.5,0
241,6614-FHDBO,MASCULINO,0,NAO,NAO,72,SIM,FIBER OPTIC,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,7878.3,0
242,7576-ASEJU,FEMININO,0,SIM,SIM,41,SIM,DSL,SIM,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,3187.65,0
243,9058-HRZSV,FEMININO,1,SIM,NAO,65,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,6126.15,0
244,4522-AKYLR,FEMININO,1,NAO,NAO,13,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,731.3,0
245,0221-WMXNQ,MASCULINO,1,NAO,NAO,4,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,273.4,0
246,0303-UNCIP,MASCULINO,0,NAO,NAO,41,SIM,DSL,NAO,NAO,NAO,UM ANO,ENVIO POR CORREIO,65.60756321839081,2531.8,0
247,9947-OTFQU,MASCULINO,1,NAO,NAO,15,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1074.3,1
248,0322-YINQP,MASCULINO,0,NAO,NAO,1,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,48.55,1
249,0959-WHOKV,MASCULINO,0,NAO,NAO,42,SIM,FIBER OPTIC,SIM,NAO,NAO,UM ANO,ENVIO POR E-MAIL,65.60756321839081,4298.45,0
250,4075-JFPGR,FEMININO,0,SIM,NAO,51,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,ENVIO POR E-MAIL,65.60756321839081,4619.55,0
251,4629-NRXKX,FEMININO,0,SIM,SIM,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,147.15,1
252,9514-JDSKI,MASCULINO,1,SIM,NAO,1,SIM,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,40.2,1
253,3282-ZISZV,MASCULINO,0,NAO,SIM,32,SIM,DSL,NAO,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,2633.3,0
254,3675-YDUPJ,MASCULINO,0,NAO,NAO,10,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,193.05,0
255,4111-BNXIF,FEMININO,0,SIM,SIM,67,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,ENVIO POR E-MAIL,65.60756321839081,4103.9,0
256,7017-VFHAY,FEMININO,0,SIM,SIM,61,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,7008.15,0
257,6655-LHBYW,MASCULINO,0,NAO,NAO,50,SIM,FIBER OPTIC,SIM,SIM,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,5791.1,0
258,4959-JOSRX,FEMININO,0,SIM,NAO,2,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,80.55,1
259,5046-NUHWD,FEMININO,1,SIM,NAO,29,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1228.65,0
260,7273-TEFQD,MASCULINO,1,NAO,NAO,3,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,132.2,1
261,3606-TWKGI,MASCULINO,1,NAO,NAO,13,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1364.3,1
262,7529-ZDFXI,MASCULINO,1,SIM,NAO,57,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,4925.35,0
263,7605-BDWDC,FEMININO,0,NAO,NAO,31,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1520.1,0
264,1950-KSVVJ,FEMININO,0,SIM,NAO,45,SIM,FIBER OPTIC,SIM,SIM,SIM,UM ANO,ENVIO POR CORREIO,65.60756321839081,5032.25,0
265,0123-CRBRT,FEMININO,0,SIM,SIM,61,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,ENVIO POR CORREIO,65.60756321839081,5526.75,0
266,6292-TOSSS,MASCULINO,0,NAO,NAO,50,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1195.25,0
267,3197-ARFOY,FEMININO,1,NAO,NAO,19,SIM,FIBER OPTIC,SIM,SIM,SIM,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,2007.25,0
268,6323-AYBRX,MASCULINO,0,NAO,NAO,59,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,65.60756321839081,1099.6,1
269,7014-ZZXAW,FEMININO,0,SIM,NAO,71,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,65.60756321839081,1732.95,0
270,4385-GZQXV,FEMININO,1,NAO,NAO,16,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,1511.2,1
271,7633-MVPUY,MASCULINO,0,SIM,NAO,57,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,ENVIO POR E-MAIL,65.60756321839081,3450.15,0
272,6366-ZGQGL,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,24.8,1
273,4716-HHKQH,MASCULINO,1,SIM,NAO,20,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,2172.05,0
274,5940-AHUHD,MASCULINO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,65.60756321839081,70.6,1
275,6432-TWQLB,MASCULINO,0,SIM,NAO,5,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,401.1,1
276,4484-GLZOU,FEMININO,0,SIM,NAO,52,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,5624.85,1
277,3179-GBRWV,MASCULINO,1,SIM,NAO,21,SIM,DSL,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,1339.8,0
278,8645-KWHJO,MASCULINO,0,NAO,NAO,14,SIM,DSL,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,65.60756321839081,771.95,0
279,4130-MZLCC,FEMININO,0,NAO,NAO,5,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,65.60756321839081,244.75,0
